ticket_id,issue_category,priority,resolution_time,cost_per_hour,client_type,escalation_count,satisfaction_score,total_cost
29605,Software,,2.5584735871715765,60.0,Medium,0,3.974719222669578,153.5084152302946
29606,Network,Low,1.6721808863493361,40.0,Small,0,4.628769585949173,66.88723545397345
29607,Software,,3.0213146366869177,40.0,Small,1,4.097227743571149,270.85258546747673
29608,Hardware,Medium,,60.0,Medium,0,3.2791205439383275,211.03120931843
29609,,Medium,1.3098289693378495,40.0,Small,0,4.635184424152934,52.39315877351398
29610,Hardware,Medium,,60.0,Medium,0,4.560662870559369,111.78490633768016
29611,,High,5.8929275440165405,40.0,Small,0,3.260648251785734,235.71710176066162
29612,Software,,1.2396134027181371,40.0,Small,0,4.394797791638509,49.58453610872549
29613,Software,Medium,1.2687615364791467,40.0,Small,1,4.49814698638778,200.75046145916588
29614,,Low,0.25,40.0,Small,0,,10.0
29615,,Low,0.5727114492471893,90.0,Enterprise,0,4.487418505284585,51.54403043224704
29616,Network,Medium,1.310170852820481,90.0,Enterprise,0,,117.91537675384329
29617,Hardware,Low,1.2676883836624486,60.0,Medium,1,4.493491034621662,226.0613030197469
29618,Hardware,Medium,0.8170208085454261,40.0,Small,1,4.936152065069153,182.68083234181705
29619,Account/Access,Low,0.677049400337284,40.0,Small,0,,27.08197601349136
29620,Software,,1.1573577708923606,40.0,Small,0,4.6106295698142175,46.294310835694425
29621,Software,High,2.902208269219457,90.0,Enterprise,1,4.190449509367578,411.1987442297511
29622,Hardware,High,,90.0,Enterprise,0,5.0,29.160362906192073
29623,,High,0.7515973230260101,90.0,Enterprise,1,4.295923580504281,217.6437590723409
29624,Account/Access,Medium,2.559856892786226,40.0,Small,0,,102.39427571144904
29625,Software,,1.5306338228958989,60.0,Medium,1,,241.83802937375393
29626,,,,90.0,Enterprise,0,3.936904343299827,517.2322161803008
29627,Account/Access,Medium,1.0493972739486253,90.0,Enterprise,0,5.0,94.44575465537628
29628,,Medium,1.314641349135083,60.0,Medium,0,4.9576429109363,78.87848094810498
29629,Software,Low,1.0916014245055112,40.0,Small,0,4.632175900423415,43.66405698022045
29630,Account/Access,Medium,,40.0,Small,0,,84.74087609749397
29631,Software,,1.229496998796728,90.0,Enterprise,0,4.817089335494873,110.65472989170551
29632,Software,,,90.0,Enterprise,0,4.913043125867274,124.27287747737772
29633,Network,High,3.086036636904067,60.0,Medium,0,4.723621147996606,185.162198214244
29634,Network,Medium,9.821969040933336,90.0,Enterprise,0,2.652966967966223,883.9772136840003
29635,Software,High,0.3226617570930803,40.0,Small,1,4.4780824989559544,162.90647028372322
29636,Software,Low,0.9091241257687536,40.0,Small,0,,36.36496503075014
29637,Software,Low,,90.0,Enterprise,0,4.629938584160655,91.41104282197472
29638,Software,,1.513505913937172,40.0,Small,1,4.669465864156966,210.54023655748688
29639,Software,Medium,2.46933959394615,40.0,Small,0,4.6165064608533655,98.77358375784601
29640,Software,Medium,,40.0,Small,0,,164.92501404002599
29641,,,0.45548298187395403,40.0,Small,0,5.0,18.21931927495816
29642,Software,Medium,2.272698685117103,40.0,Small,0,4.645864022597651,90.90794740468412
29643,Software,Medium,2.8275262996009944,40.0,Small,0,4.253454164055242,113.10105198403977
29644,Network,Medium,2.2456209724167597,60.0,Medium,0,4.009180030010453,134.73725834500559
29645,Network,High,,60.0,Medium,0,4.9279667585791875,217.79907011183332
29646,Other,High,1.4282020952791026,40.0,Small,0,4.915638896910566,57.1280838111641
29647,Network,Low,2.9429221001564465,40.0,Small,1,3.4489618053412916,267.7168840062578
29648,Account/Access,High,0.4886786525029466,90.0,Enterprise,2,4.421513567518045,343.9810787252652
29649,Hardware,,2.2992124981494126,40.0,Small,0,,91.9684999259765
29650,Account/Access,Low,0.8437593755830586,60.0,Medium,1,5.0,200.62556253498352
29651,Network,High,1.6026020045481966,40.0,Small,3,4.43795011751205,514.1040801819279
29652,,Low,2.41335377788619,40.0,Small,2,4.1687800710190706,396.53415111544757
29653,Other,,,40.0,Small,1,,160.0
29654,Software,High,,90.0,Enterprise,2,3.5675160472764595,609.7751959021978
29655,,Low,2.685192846011778,60.0,Medium,0,4.380171639002067,161.11157076070668
29656,,,,40.0,Small,1,3.9078457766445363,238.0310297671483
29657,Account/Access,Medium,1.8614337749168848,60.0,Medium,0,,111.68602649501308
29658,Software,Medium,,40.0,Small,0,5.0,76.2321405411565
29659,Software,Medium,1.3195900548665913,40.0,Small,0,5.0,52.78360219466365
29660,Account/Access,,0.9202179032955895,40.0,Small,0,4.7069455020207505,36.80871613182358
29661,Hardware,Low,4.807564965098721,60.0,Medium,1,2.811418503602316,438.45389790592327
29662,Network,Medium,,40.0,Small,1,4.759267402631687,218.0331748507312
29663,Hardware,Medium,1.757146332189149,60.0,Medium,0,5.0,105.42877993134894
29664,,,,90.0,Enterprise,1,4.615265151436334,273.12845653152647
29665,Account/Access,,1.9719163094660748,40.0,Small,0,,78.87665237864299
29666,Account/Access,,1.551405758103603,60.0,Medium,1,4.763607244732477,243.0843454862162
29667,Account/Access,,2.5254260975111626,40.0,Small,1,4.070069032052939,251.0170439004465
29668,Account/Access,Medium,3.7010654774755576,40.0,Small,0,4.22851101153845,148.04261909902232
29669,Network,Critical,3.4876664208179506,40.0,Small,1,4.270182295424768,289.506656832718
29670,Other,High,1.1781482658416547,40.0,Small,0,,47.12593063366619
29671,,,1.300426385545404,60.0,Medium,1,4.587521015657758,228.02558313272425
29672,Network,Medium,4.28549318301125,40.0,Small,1,3.575539435753857,321.41972732045
29673,,Medium,1.260214001615025,60.0,Medium,0,4.749008811809955,75.6128400969015
29674,Account/Access,Medium,0.25,60.0,Medium,0,5.0,15.0
29675,Account/Access,,,40.0,Small,0,,70.3962012869924
29676,Network,Critical,,60.0,Medium,1,3.577896239681142,428.7545923145858
29677,Network,High,,60.0,Medium,0,,140.37222003713916
29678,,Medium,4.14839023306815,60.0,Medium,0,4.323005982399331,248.90341398408898
29679,Account/Access,Medium,4.2279482465282445,40.0,Small,0,3.894331346541197,169.11792986112977
29680,Network,Medium,2.4594320901143667,60.0,Medium,0,4.382630698320072,147.565925406862
29681,Hardware,Medium,3.575012917915291,60.0,Medium,0,4.101279176094871,214.50077507491747
29682,Software,Low,0.27515795068489934,40.0,Small,0,4.51971456877823,11.006318027395974
29683,Software,,,40.0,Small,0,5.0,51.23150789180937
29684,Software,Medium,1.0592139400319698,60.0,Medium,0,4.853179167380407,63.552836401918185
29685,Software,,1.315883126256578,40.0,Small,1,4.203527320418928,202.63532505026313
29686,Hardware,Low,4.617577622619176,40.0,Small,0,5.0,184.70310490476703
29687,Hardware,,2.0973585806993804,60.0,Medium,1,4.169115892732936,275.8415148419628
29688,Account/Access,Medium,3.1649380852368045,90.0,Enterprise,1,,434.8444276713124
29689,Network,,0.8192688532548505,60.0,Medium,0,,49.15613119529103
29690,Account/Access,High,,60.0,Medium,1,5.0,181.56421433064813
29691,Hardware,High,3.7053957640192343,90.0,Enterprise,1,,483.4856187617311
29692,Software,High,5.391093269971321,60.0,Medium,0,4.244228637665762,323.4655961982793
29693,Hardware,Low,3.562810985863609,60.0,Medium,0,4.212068618693902,213.76865915181654
29694,Hardware,High,3.335116504720292,60.0,Medium,0,,200.10699028321753
29695,Hardware,Low,0.7700509776123214,40.0,Small,0,5.0,30.802039104492856
29696,Network,,0.9681901847124412,60.0,Medium,0,5.0,58.091411082746475
29697,Hardware,High,,40.0,Small,0,4.362198438655909,115.91553859990968
29698,Account/Access,High,1.7916596244321408,40.0,Small,0,4.09407746071372,71.66638497728563
29699,Network,Low,4.279395128641155,60.0,Medium,0,3.8774847334068805,256.7637077184693
29700,Software,,2.416251376342945,90.0,Enterprise,0,4.657280952651963,217.46262387086506
29701,Account/Access,Medium,,60.0,Medium,1,,221.44385813692733
29702,Network,Medium,1.4275044691073668,60.0,Medium,0,4.4775291885646125,85.65026814644202
29703,Software,,0.25,90.0,Enterprise,0,5.0,22.5
29704,Network,Low,0.7704894644158619,40.0,Small,0,4.904362644848313,30.819578576634473
29705,Network,High,1.5923642768650559,60.0,Medium,0,4.39142887011824,95.54185661190336
29706,Network,,3.117027529110446,40.0,Small,0,,124.68110116441784
29707,,,0.6416517000900593,90.0,Enterprise,0,5.0,57.74865300810534
29708,Software,Critical,1.2916185543205503,40.0,Small,0,4.698595628143997,51.66474217282201
29709,Software,High,,40.0,Small,0,3.9262896389433277,106.83258716585087
29710,Account/Access,Medium,,40.0,Small,0,4.7436564894872415,64.93804669190658
29711,,Medium,0.688155498517627,90.0,Enterprise,1,4.257952550801835,211.93399486658643
29712,Other,,1.7677231819365802,40.0,Small,0,4.845887283407316,70.7089272774632
29713,,High,3.1665843672184906,60.0,Medium,2,,489.99506203310943
29714,Network,,2.408964850705983,40.0,Small,0,4.671126056859914,96.35859402823932
29715,Network,Low,3.811036688731328,90.0,Enterprise,1,,492.9933019858195
29716,Software,Low,1.1823457336986294,90.0,Enterprise,0,3.914103177616605,106.41111603287665
29717,Hardware,High,6.154924423093242,40.0,Small,1,3.3468031837762364,396.19697692372966
29718,,Medium,0.7814994681197994,90.0,Enterprise,0,4.786006817252292,70.33495213078194
29719,Software,Critical,4.729894746690667,40.0,Small,1,3.552400018737447,339.1957898676267
29720,,High,,90.0,Enterprise,2,3.7595054646563795,729.6031717599346
29721,Network,,,40.0,Small,0,4.29490282211908,212.34182055322952
29722,,Critical,9.83646948910004,40.0,Small,0,2.7175293888096332,393.4587795640016
29723,Hardware,Low,1.3294567890439242,40.0,Small,0,4.653687175888223,53.178271561756965
29724,Software,Medium,,60.0,Medium,0,4.312810625461894,118.69893915846242
29725,Software,,1.9551876203068965,90.0,Enterprise,0,,175.9668858276207
29726,Network,Low,1.1933385202015236,90.0,Enterprise,0,4.499645519655031,107.40046681813713
29727,Hardware,Medium,3.646947833933975,40.0,Small,0,4.073041786893541,145.877913357359
29728,Software,High,,40.0,Small,0,3.9424947962036194,176.3846837739844
29729,,Medium,0.5881713427760419,40.0,Small,0,4.371022482044902,23.526853711041674
29730,,Low,0.2542017871348217,40.0,Small,1,4.640253656030873,160.16807148539286
29731,Network,Critical,4.470317032188891,60.0,Medium,0,4.597411359124679,268.2190219313335
29732,Software,Medium,0.7540220097349221,90.0,Enterprise,0,4.5117151412549585,67.86198087614298
29733,Software,Medium,1.6964274281915048,90.0,Enterprise,0,4.572984555787471,152.67846853723543
29734,Other,,,60.0,Medium,0,5.0,46.779474451518325
29735,,Low,1.9685344047768807,40.0,Small,0,4.34424327976579,78.74137619107523
29736,Software,Medium,0.4770347504142044,90.0,Enterprise,0,4.849675726847499,42.933127537278395
29737,Other,,1.4559010891614335,40.0,Small,0,4.5236852972195365,58.23604356645734
29738,Hardware,High,,60.0,Medium,1,3.855487173894604,254.8117603526727
29739,,Medium,1.2447745802742558,90.0,Enterprise,0,5.0,112.02971222468302
29740,,,1.9061495958739707,40.0,Small,0,4.663894254429664,76.24598383495882
29741,Network,,2.201692317532252,40.0,Small,0,4.1670471644095795,88.06769270129008
29742,,,2.7808970454542914,40.0,Small,0,,111.23588181817166
29743,Network,Low,0.7468864961360149,90.0,Enterprise,0,3.994639849937632,67.21978465224134
29744,Other,High,2.183945369014446,40.0,Small,0,4.503418762855496,87.35781476057784
29745,Software,,1.2537069854679967,40.0,Small,0,4.239518786493949,50.148279418719866
29746,Software,High,,60.0,Medium,0,,67.5971430817397
29747,Other,,0.9019785574624472,60.0,Medium,0,4.3247672884837005,54.11871344774683
29748,Hardware,Medium,2.728506729920344,40.0,Small,0,4.4029033562192685,109.14026919681376
29749,Other,,,90.0,Enterprise,0,4.61911841343545,36.43842290383957
29750,Other,,3.429197469312539,90.0,Enterprise,1,4.122519284049383,458.6277722381285
29751,Other,Critical,0.3807507964139159,40.0,Small,0,4.92009866649153,15.230031856556636
29752,Hardware,,0.25,60.0,Medium,0,4.735651304048251,15.0
29753,Network,Low,5.1522336270336515,60.0,Medium,0,,309.1340176220191
29754,Account/Access,Medium,1.2570530486346314,40.0,Small,0,4.49837656072768,50.282121945385256
29755,,High,0.25,90.0,Enterprise,0,5.0,22.5
29756,Network,Medium,0.5631656212108738,40.0,Small,0,,22.52662484843495
29757,Software,Medium,2.5295235691374853,60.0,Medium,0,,151.7714141482491
29758,Hardware,Medium,2.716417729152941,40.0,Small,0,4.698652619559178,108.65670916611764
29759,Account/Access,Low,1.8151234286884397,60.0,Medium,0,4.898715364030167,108.90740572130638
29760,Other,Medium,1.8634634623915576,40.0,Small,0,4.583875406972531,74.53853849566231
29761,Hardware,Critical,3.378513743729507,60.0,Medium,0,,202.71082462377043
29762,Hardware,Low,,40.0,Small,1,,248.6166461237667
29763,Network,Medium,1.7723872173804152,40.0,Small,0,4.345735298733654,70.89548869521661
29764,Hardware,High,,90.0,Enterprise,0,3.8972162856555648,350.6137736926598
29765,,,1.6235394607635778,60.0,Medium,0,4.310674663967218,97.41236764581467
29766,Account/Access,Low,2.0884088909008094,90.0,Enterprise,0,,187.95680018107285
29767,Software,Medium,,60.0,Medium,0,4.570901304816335,46.01376937795814
29768,Account/Access,Low,,60.0,Medium,0,4.482737176923827,227.2312391452869
29769,Hardware,Medium,4.1931854162353535,90.0,Enterprise,0,4.43500546111065,377.3866874611818
29770,Software,,,60.0,Medium,1,4.206691306536045,182.1745610393657
29771,,Medium,1.5331047169815992,40.0,Small,0,4.674939520856858,61.32418867926397
29772,Hardware,Medium,,40.0,Small,0,5.0,20.826076482929366
29773,Software,Medium,3.2666172437803453,40.0,Small,0,3.6218885217152623,130.6646897512138
29774,Network,Medium,0.9086708878906425,60.0,Medium,0,5.0,54.520253273438556
29775,Software,High,8.304214310618457,60.0,Medium,1,3.079318464729123,648.2528586371075
29776,Software,,1.6379219228802908,40.0,Small,0,,65.51687691521164
29777,Account/Access,,,90.0,Enterprise,0,4.0987591844544635,161.88569432211455
29778,Software,,,60.0,Medium,0,,39.7769179430683
29779,Software,Low,0.5986489043231705,40.0,Small,0,4.743164089404084,23.94595617292682
29780,Hardware,Low,1.1548362293693044,40.0,Small,0,4.683834585981406,46.19344917477218
29781,Account/Access,High,,90.0,Enterprise,0,4.869986007885096,287.70827404525255
29782,Software,High,,40.0,Small,0,5.0,55.1153152684082
29783,Account/Access,Low,1.6094924837592668,40.0,Small,1,4.38418426731139,214.3796993503707
29784,Hardware,Low,0.8056959242535383,90.0,Enterprise,0,5.0,72.51263318281845
29785,,Medium,0.5817702201944325,90.0,Enterprise,0,4.179294914185274,52.35931981749892
29786,Account/Access,High,2.4480721389343287,40.0,Small,0,4.840887915151974,97.92288555737315
29787,Account/Access,,3.7414281701691494,40.0,Small,0,4.57891668017998,149.65712680676597
29788,,,,40.0,Small,2,4.657809640252388,340.79492225675006
29789,Software,,0.6244876938127399,90.0,Enterprise,0,4.869029200936643,56.20389244314659
29790,Software,Low,0.7862896291563759,40.0,Small,0,4.494328485633645,31.451585166255036
29791,,High,,40.0,Small,0,4.437167673414978,76.94731902039159
29792,Software,Medium,3.0455387093754918,60.0,Medium,0,,182.7323225625295
29793,Software,Critical,1.5282834278308846,40.0,Small,1,4.021833870800654,211.1313371132354
29794,Network,Medium,,60.0,Medium,0,5.0,60.52769666731698
29795,Software,High,2.048656439226189,60.0,Medium,0,4.7988907127775695,122.91938635357134
29796,Other,High,7.172696251793922,60.0,Medium,0,3.5217113448579043,430.3617751076353
29797,Account/Access,Critical,0.44763184744183065,40.0,Small,0,,17.905273897673226
29798,,Medium,0.8386765489082559,60.0,Medium,0,4.8797565523304876,50.32059293449536
29799,Software,Low,1.7038361413306882,40.0,Small,0,,68.15344565322752
29800,Network,High,4.922854989938848,90.0,Enterprise,1,,593.0569490944963
29801,Software,Medium,,60.0,Medium,0,4.525277932635398,143.50123079987472
29802,,High,1.0023215499862674,90.0,Enterprise,0,,90.20893949876407
29803,Network,Medium,5.157736835957674,40.0,Small,1,3.478236101782181,356.30947343830695
29804,Network,Medium,2.20254911041096,40.0,Small,0,,88.10196441643839
29805,,Low,1.4263150577254926,90.0,Enterprise,0,4.310204679551529,128.36835519529433
29806,Software,High,1.5638456441527913,40.0,Small,0,4.857494153981222,62.55382576611165
29807,,,0.5610949451784559,60.0,Medium,1,4.821013262167928,183.66569671070735
29808,Software,Critical,,90.0,Enterprise,2,,431.8333680042052
29809,Software,Medium,3.642039633474736,40.0,Small,0,4.496645923014927,145.68158533898944
29810,,High,3.714082760237186,60.0,Medium,1,3.7693156712642137,372.84496561423117
29811,,High,2.1919185439221787,60.0,Medium,1,,281.51511263533075
29812,Software,,2.3844337391515595,60.0,Medium,0,4.074465010347022,143.06602434909357
29813,Other,,1.3326982113021768,40.0,Small,0,4.903852762831357,53.30792845208707
29814,Network,Medium,,40.0,Small,2,4.417474099355574,410.0944569869532
29815,Hardware,High,,60.0,Medium,0,4.748308096609416,102.75677089250328
29816,Account/Access,Critical,1.4264124788534391,40.0,Small,0,,57.05649915413757
29817,Account/Access,,0.2640767198171671,40.0,Small,0,5.0,10.563068792686686
29818,Network,,3.9920272716747873,40.0,Small,0,,159.6810908669915
29819,Software,Low,3.6478150747261107,40.0,Small,0,,145.91260298904442
29820,,Low,2.1845696255746994,40.0,Small,0,4.274001681912208,87.38278502298797
29821,Hardware,,0.8087362571288678,40.0,Small,0,5.0,32.34945028515471
29822,,,4.475285937632172,40.0,Small,0,,179.0114375052869
29823,,Low,1.8084003317240869,40.0,Small,0,,72.33601326896347
29824,Account/Access,High,2.404743493866916,40.0,Small,1,4.495719871613041,246.18973975467665
29825,Network,High,7.0303478383973586,60.0,Medium,0,3.2054646963243947,421.8208703038415
29826,Hardware,Low,1.8323181736946683,40.0,Small,0,4.662047931885778,73.29272694778673
29827,Software,Medium,1.9834756193444747,60.0,Medium,0,4.770780140993923,119.00853716066848
29828,Account/Access,Low,1.961389008391548,60.0,Medium,0,4.427254349593462,117.68334050349287
29829,Account/Access,Medium,1.6803567165095126,40.0,Small,0,,67.2142686603805
29830,Account/Access,Medium,2.2745691924001554,90.0,Enterprise,0,4.760121433198696,204.71122731601398
29831,Hardware,Low,1.0500074866855307,40.0,Small,1,5.0,192.00029946742123
29832,,Low,0.7307927322278563,90.0,Enterprise,0,4.260366694585753,65.77134590050707
29833,Software,High,3.742134116542541,40.0,Small,0,3.9547944855246087,149.68536466170164
29834,Software,High,1.118348044278861,40.0,Small,1,,194.73392177115443
29835,Account/Access,Medium,1.10477488311247,60.0,Medium,0,4.2869525116556515,66.2864929867482
29836,Software,High,1.7583853791012134,90.0,Enterprise,0,4.237719054375367,158.2546841191092
29837,Network,Low,0.7973671637738196,40.0,Small,0,,31.894686550952784
29838,,Medium,0.3334806426688127,60.0,Medium,1,5.0,170.00883856012877
29839,Account/Access,Medium,1.5589533107288451,40.0,Small,1,,212.3581324291538
29840,Hardware,,4.242346823164531,60.0,Medium,1,3.9147348774397543,404.5408093898718
29841,Hardware,Low,2.067599065759705,40.0,Small,0,4.976465780173718,82.7039626303882
29842,Network,Low,,60.0,Medium,0,4.397037789531329,197.49545103647768
29843,Account/Access,Low,,90.0,Enterprise,0,4.713057308900877,73.05185567969669
29844,Other,,1.838599885254287,40.0,Small,0,4.714480125045832,73.54399541017148
29845,Software,High,,60.0,Medium,0,4.949024654210651,58.840900823277224
29846,Account/Access,Critical,1.6869546068422538,40.0,Small,2,3.8282239035731767,367.47818427369015
29847,Software,Medium,2.583739754301976,60.0,Medium,0,4.712633476281387,155.02438525811857
29848,Software,Medium,1.995037319626397,40.0,Small,0,4.753685189363526,79.80149278505588
29849,Hardware,High,,40.0,Small,0,4.494927007805274,71.35639271091257
29850,Software,High,,40.0,Small,0,5.0,10.0
29851,Hardware,,4.670854011274684,90.0,Enterprise,0,3.2403025832052723,420.37686101472156
29852,Software,Medium,1.5914500983670785,40.0,Small,0,4.293656396698818,63.65800393468314
29853,Software,Low,,40.0,Small,0,,10.0
29854,Account/Access,Low,1.3756868248008578,60.0,Medium,0,5.0,82.54120948805146
29855,Software,,15.677053633645505,40.0,Small,0,1.523320186701465,627.0821453458202
29856,Account/Access,High,2.1063684237933034,60.0,Medium,0,4.903024835091188,126.3821054275982
29857,,Medium,0.7287941776419524,90.0,Enterprise,0,4.415688659542281,65.59147598777572
29858,,Medium,7.3746583962531655,40.0,Small,0,3.53939082408809,294.98633585012664
29859,Account/Access,Low,,60.0,Medium,0,4.933680612448701,76.90639939920472
29860,Software,,4.838483859691389,40.0,Small,1,3.4591381844961084,343.5393543876556
29861,Hardware,Medium,1.3601198035570872,40.0,Small,0,4.079204636595671,54.40479214228348
29862,Account/Access,,2.1008272985167014,40.0,Small,0,,84.03309194066806
29863,Network,,3.6507907643711484,60.0,Medium,0,4.726222720080356,219.0474458622689
29864,Software,Medium,1.7788339286103125,60.0,Medium,1,4.443588804415748,256.7300357166188
29865,,Medium,,40.0,Small,0,4.65427718502231,75.71241760538129
29866,Account/Access,Low,1.7959182571442889,40.0,Small,0,5.0,71.83673028577155
29867,Software,,2.7757541148228544,60.0,Medium,0,4.103295713689067,166.54524688937127
29868,,Critical,5.756797916778519,40.0,Small,0,3.466469147474523,230.27191667114073
29869,Account/Access,Low,,60.0,Medium,0,5.0,57.05607087153765
29870,Other,Medium,0.8443011166338721,60.0,Medium,0,4.912390857407445,50.658066998032325
29871,,High,5.8979200727183,90.0,Enterprise,0,4.024243029882254,530.812806544647
29872,Account/Access,Medium,0.5455999814639474,40.0,Small,0,5.0,21.823999258557897
29873,Network,Low,,40.0,Small,0,4.51800649027632,37.83533374717073
29874,Software,,3.329254753731117,40.0,Small,0,4.331091549374229,133.17019014924466
29875,,Medium,1.2030394984089066,60.0,Medium,1,4.7819846210691335,222.1823699045344
29876,,,2.450884584817106,40.0,Small,2,3.4640531886892196,398.03538339268425
29877,Network,Low,0.3459231983454206,40.0,Small,0,4.654651464868567,13.836927933816824
29878,Network,High,,40.0,Small,0,3.02570863986388,391.8288350703591
29879,Network,High,1.886325819203363,60.0,Medium,0,4.714932667914259,113.17954915220177
29880,,Medium,2.358145037491674,40.0,Small,0,,94.32580149966697
29881,Network,Low,1.1824012941523847,40.0,Small,0,4.505910555714751,47.29605176609539
29882,Hardware,Low,2.945289390591553,40.0,Small,1,4.07380900913112,267.8115756236621
29883,Software,Low,0.548896592622863,60.0,Medium,0,,32.93379555737178
29884,Hardware,Medium,0.9758339485995449,40.0,Small,0,,39.0333579439818
29885,Software,Low,3.1678755181545784,40.0,Small,1,4.2151398008571315,276.7150207261831
29886,,,2.821552426432203,60.0,Medium,0,4.442938684625796,169.29314558593217
29887,Hardware,,1.0539071157777835,40.0,Small,0,,42.15628463111134
29888,,Low,0.37653124946891237,90.0,Enterprise,0,5.0,33.88781245220211
29889,Account/Access,Low,0.4788325424056316,60.0,Medium,1,4.6903817750965,178.7299525443379
29890,Account/Access,Critical,2.576414825642141,40.0,Small,0,,103.05659302568564
29891,Account/Access,Low,0.9822768296694634,90.0,Enterprise,1,4.018090530629427,238.40491467025169
29892,Other,Low,3.775021243494942,40.0,Small,0,4.540088471959844,151.00084973979767
29893,Network,,,40.0,Small,1,,342.6284009582319
29894,Account/Access,Medium,1.4569697714459506,40.0,Small,0,4.535481484152998,58.278790857838025
29895,Software,,,90.0,Enterprise,1,3.7369213398258427,355.32388767986873
29896,Software,,3.2042051868127093,90.0,Enterprise,0,4.25111737362807,288.37846681314386
29897,,Critical,2.7979395618699705,40.0,Small,0,5.0,111.91758247479882
29898,Account/Access,Low,0.25,40.0,Small,0,4.940330763461949,10.0
29899,Network,High,,40.0,Small,1,4.174050873012266,339.04095205470236
29900,Account/Access,Low,,60.0,Medium,0,4.080087112843284,80.81336917636634
29901,Network,Medium,6.208422417920119,40.0,Small,1,3.082497685833263,398.33689671680474
29902,,,0.6201294977246633,40.0,Small,1,,174.80517990898653
29903,,Low,,60.0,Medium,1,4.543635247299593,281.23631450811445
29904,Software,Medium,,60.0,Medium,0,4.491907042458443,153.79882924389298
29905,Network,,1.513836130237506,40.0,Small,0,4.714015255924437,60.55344520950024
29906,Hardware,Medium,0.4560481638383777,60.0,Medium,1,,177.36288983030266
29907,,,4.321469355249578,60.0,Medium,0,4.21655302857569,259.2881613149747
29908,,High,,40.0,Small,0,4.585342953383659,47.15556759301211
29909,Hardware,,0.857980952595093,90.0,Enterprise,0,4.758087988644688,77.21828573355837
29910,,Low,,60.0,Medium,0,,218.77073532173722
29911,,Low,,60.0,Medium,1,4.0775991755739565,251.3582434894772
29912,Network,High,4.235635893301804,40.0,Small,1,,319.4254357320722
29913,Software,Low,1.699665434837375,60.0,Medium,0,4.69006036829618,101.9799260902425
29914,,High,6.035256829874564,40.0,Small,1,3.3810167581058246,391.41027319498255
29915,Account/Access,Medium,0.8156411590884345,60.0,Medium,2,4.0782167235263005,348.9384695453061
29916,Software,Low,,60.0,Medium,0,,60.94347587107734
29917,Network,Medium,,60.0,Medium,0,,298.83320040220303
29918,Software,Critical,4.977696092287433,40.0,Small,1,3.9182111913769653,349.1078436914973
29919,Network,High,2.6403582124046316,90.0,Enterprise,0,3.7503593581759382,237.63223911641686
29920,,Low,,40.0,Small,2,4.656565911630445,358.31229228633947
29921,Hardware,Low,0.734682946885225,60.0,Medium,1,4.223441689640112,194.0809768131135
29922,Account/Access,High,2.3616721369975107,60.0,Medium,0,3.555613626311996,141.70032821985063
29923,Network,Low,1.6477787938444277,40.0,Small,0,5.0,65.9111517537771
29924,,Medium,3.9332910610203093,90.0,Enterprise,0,4.156147709748531,353.99619549182785
29925,Account/Access,Critical,9.960539557920582,60.0,Medium,0,2.6921477087985104,597.6323734752349
29926,Network,Medium,2.23033648418003,90.0,Enterprise,0,4.564887111763457,200.7302835762027
29927,Hardware,Critical,4.455665735141864,90.0,Enterprise,1,,551.0099161627677
29928,Account/Access,Low,0.780350773141183,40.0,Small,0,,31.214030925647318
29929,Network,Low,0.9323440717895816,40.0,Small,0,5.0,37.29376287158326
29930,Account/Access,Low,1.6908461567162583,40.0,Small,0,4.857779416642264,67.63384626865033
29931,Network,Medium,,40.0,Small,0,4.681760636837556,59.81498126617338
29932,Hardware,Low,1.9128885198950947,60.0,Medium,0,,114.77331119370568
29933,Account/Access,High,1.4113352142147955,60.0,Medium,0,5.0,84.68011285288773
29934,Account/Access,,,40.0,Small,0,5.0,30.625666398567436
29935,Hardware,Medium,2.1504946070895388,40.0,Small,1,,236.01978428358154
29936,,Medium,1.2928344242416954,40.0,Small,0,4.474076363239993,51.71337696966781
29937,Network,Medium,,40.0,Small,0,3.9292515123514096,203.9251016174528
29938,Network,High,0.9153362419323994,60.0,Medium,0,,54.92017451594396
29939,,Medium,1.7913494508798629,90.0,Enterprise,0,5.0,161.22145057918766
29940,Software,Low,1.0455136681320716,90.0,Enterprise,2,5.0,394.09623013188644
29941,Hardware,Low,0.6127633286520123,40.0,Small,0,5.0,24.510533146080494
29942,Software,Low,0.740585153016772,60.0,Medium,0,5.0,44.43510918100632
29943,,Low,3.2402092916944594,60.0,Medium,0,,194.41255750166755
29944,Software,Medium,0.8461246373422748,40.0,Small,2,4.643130002375442,333.844985493691
29945,Network,High,,40.0,Small,0,4.7833729152784725,51.91839623833852
29946,Account/Access,Medium,0.3233537406810212,40.0,Small,0,,12.934149627240847
29947,,Low,1.0404107106649203,60.0,Medium,0,4.705972910038715,62.42464263989522
29948,,Low,0.696805089071904,40.0,Small,1,4.8386304161564055,177.87220356287617
29949,Hardware,High,0.9102015059652337,40.0,Small,0,4.629489954439209,36.40806023860935
29950,Other,Medium,0.7648469528303902,60.0,Medium,0,4.622299084914127,45.89081716982341
29951,Network,Medium,0.5189304676245254,40.0,Small,0,5.0,20.757218704981018
29952,Hardware,High,2.9215003479197676,90.0,Enterprise,0,,262.9350313127791
29953,Hardware,High,5.884264714057175,90.0,Enterprise,2,,829.5838242651457
