ticket_id,issue_category,priority,resolution_time,cost_per_hour,client_type,escalation_count,satisfaction_score,total_cost,cost_efficiency
8521,Unknown,Medium,6.9076842576539565,40.0,Small,1,3.501862977213624,426.3073703061583,0.008195185060123348
8522,Software,Medium,2.6860483053029465,40.0,Small,0,4.5989602459675805,107.44193221211786,0.042409427351144786
8523,Other,Critical,1.5188006238041971,40.0,Small,2,4.337499462297129,360.7520249521679,0.011990256206224825
8524,Software,Medium,2.182363331743429,40.0,Small,0,4.890357605232644,87.29453326973714,0.05538686738727922
8525,Hardware,Medium,1.772420477216416,90.0,Enterprise,0,4.453552559006615,362.56583482392665,0.012249645407862516
8526,Account/Access,Medium,0.6557748585771757,40.0,Small,0,4.490744021435182,26.230994343087023,0.164912965162259
8527,Account/Access,Medium,0.5712699109483818,40.0,Small,1,4.760929415567079,172.85079643793526,0.02738514584410737
8528,Network,Medium,1.6984638211449272,60.0,Medium,1,4.10318955426331,251.90782926869565,0.016224051134075324
8529,Account/Access,Low,1.3905884008002003,60.0,Medium,1,4.543814795892361,224.02587696561483,0.020192410122621945
8530,Software,Low,0.8604582917633264,60.0,Medium,0,5.0,51.62749750579959,0.09500736757336782
8531,Network,Medium,0.6412680512385522,40.0,Small,0,4.595289520398387,25.65072204954209,0.17242645478257662
8532,Hardware,High,0.5938272310850916,90.0,Enterprise,1,5.0,203.44445079765825,0.02445652097913176
8533,Unknown,Low,1.3905884008002003,40.0,Small,3,4.287101441236095,575.1923090787092,0.007440400320668749
8534,Unknown,Critical,3.5189622052871097,40.0,Small,0,4.014674095990696,140.75848821148438,0.028320519967745057
8535,Account/Access,Medium,1.772420477216416,90.0,Enterprise,2,4.490744021435182,569.3922654170369,0.007873080148013257
8536,Software,Medium,0.3985084682018741,60.0,Medium,0,4.458192831793635,23.910508092112448,0.17896836207870276
8537,Hardware,Low,0.7284492678032106,60.0,Medium,1,4.775242328773995,193.70695606819265,0.024525278527293866
8538,Other,Low,2.37388696511978,90.0,Enterprise,2,4.490744021435182,513.6498268607802,0.008725824409244364
8539,Hardware,High,1.446813143984355,40.0,Small,0,4.490744021435182,57.8725257593742,0.07627911259982126
8540,Software,Low,0.822889114619623,40.0,Small,0,4.940079847654665,32.91556458478492,0.14565819287203804
8541,Hardware,Medium,0.6683219514024147,60.0,Medium,0,4.490744021435182,40.09931708414488,0.1092656603573494
8542,Unknown,Medium,0.6832976305054842,40.0,Small,0,4.475176088153854,27.33190522021937,0.1579553529269926
8543,Software,Medium,0.9990288695536536,60.0,Medium,0,4.824150556370503,59.94173217321922,0.07916004984332346
8544,Unknown,Medium,1.772420477216416,90.0,Enterprise,0,4.1025598292332015,327.7761340088702,0.012478277480817743
8545,Software,Low,1.09114276528736,60.0,Medium,0,4.88052919675243,65.4685659172416,0.0734261245056657
8546,Network,Medium,2.276013578475685,90.0,Enterprise,0,3.916711948042235,204.84122206281165,0.019027830814408328
8547,Account/Access,Medium,1.8092197463467248,60.0,Medium,0,4.490744021435182,108.55318478080352,0.04099145114238681
8548,Unknown,Low,3.552291077147649,40.0,Small,1,3.855726887880605,292.091643085906,0.013155362763961441
8549,Account/Access,Medium,1.5825979740794072,40.0,Small,0,4.79439951836174,63.30391896317629,0.0745584343173121
8550,Network,Low,1.3905884008002003,60.0,Medium,0,4.879064791591493,93.673262151431,0.051535826279941334
8551,Unknown,Low,1.618477837768988,40.0,Small,0,4.46516243183408,64.73911351075952,0.06792246188569712
8552,Unknown,Critical,2.155532024379541,40.0,Small,1,3.8741397477564377,236.22128097518168,0.016331333056757897
8553,Account/Access,Medium,1.744793248543674,90.0,Enterprise,0,4.38392984934081,157.03139236893065,0.0277408797304421
8554,Account/Access,High,2.6039031443431164,90.0,Enterprise,1,4.307448273472971,384.35128299088046,0.011177978285269934
8555,Unknown,Medium,2.6401638427763263,60.0,Medium,0,3.949115284006017,158.4098305665796,0.024773348481520515
8556,Unknown,High,3.4457397297576047,60.0,Medium,0,4.187086358241658,206.74438378545628,0.02015499183152785
8557,Network,Medium,8.117493522613907,40.0,Small,3,2.5135346613064287,774.6997409045563,0.003240344850928214
8558,Account/Access,High,1.6145099735955224,40.0,Small,1,4.134912406839867,214.5803989438209,0.019180372738420447
8559,Software,Medium,1.1493013492230604,40.0,Small,0,4.562842573569103,45.97205396892242,0.09713951569135053
8560,Unknown,High,1.212338363045465,60.0,Medium,1,4.593120281720167,222.7403017827279,0.02052880167373915
8561,Software,High,9.129931841338363,40.0,Small,1,4.490744021435182,515.1972736535346,0.008699666291630426
8562,Software,Medium,0.7460447810203678,90.0,Enterprise,0,4.490744021435182,67.1440302918331,0.06590076932936247
8563,Account/Access,Medium,2.33325610745306,90.0,Enterprise,1,4.062982860223356,359.9930496707754,0.011255016859545592
8564,Software,Medium,1.6354806541821691,40.0,Small,1,4.490744021435182,215.41922616728675,0.02075020829232587
8565,Software,High,0.7920404445939107,60.0,Medium,1,4.490744021435182,197.52242667563465,0.022620839854897597
8566,Software,Critical,8.548183889151748,60.0,Medium,1,3.260228712418945,662.8910333491049,0.004910788892526832
8567,Account/Access,Low,0.9954929174741776,60.0,Medium,0,4.9901073528564925,59.72957504845066,0.08216931122727822
8568,Software,Critical,3.475780003595937,60.0,Medium,1,4.902157923527235,263.47579855711336,0.018535374315047648
8569,Network,Medium,4.7904231192210185,40.0,Small,1,3.6392295665114287,341.6169247688407,0.010621861628601011
8570,Account/Access,Medium,1.772420477216416,40.0,Small,0,4.490744021435182,36.44021643359466,0.11994439266664311
8571,Network,Low,1.3905884008002003,90.0,Enterprise,2,3.9937601586089593,627.612233118259,0.006353296910557617
8572,Other,Medium,0.8362495074342894,40.0,Small,0,4.861995891634734,33.449980297371575,0.14113203693198306
8573,Account/Access,Medium,2.7526415330384286,40.0,Small,0,4.207483212986048,110.10566132153714,0.03786920632972691
8574,Software,Low,0.5830880839561677,40.0,Small,0,5.0,23.32352335824671,0.20556232443622469
8575,Other,High,2.41951066224391,90.0,Enterprise,0,4.490744021435182,432.2877015174455,0.010364346843235684
8576,Unknown,Medium,1.772420477216416,40.0,Small,0,3.095275116122771,358.61646081051623,0.008607156383071373
8577,Unknown,Medium,2.501126401228891,40.0,Small,0,4.656295063150051,100.04505604915563,0.046081374440377285
8578,Software,Medium,0.5563055664171118,90.0,Enterprise,0,5.0,50.067500977540064,0.09790962753785512
8579,Unknown,Medium,0.5924991416872759,90.0,Enterprise,0,4.555472300630683,53.32492275185484,0.08385602905390498
8580,Hardware,Critical,9.635353598733936,90.0,Enterprise,1,2.9985265585149543,1017.1818238860544,0.002944981424899726
8581,Network,Low,1.3905884008002003,40.0,Small,0,5.0,47.38847076988967,0.10333039917250934
8582,Software,High,0.6640767516990633,40.0,Small,1,4.490744021435182,176.56307006796254,0.02529097981757323
8583,Unknown,Medium,1.8049351782550327,40.0,Small,1,4.931166243593385,222.19740713020133,0.022093295379174403
8584,Hardware,Medium,1.999787062060517,60.0,Medium,0,4.545689521200801,119.98722372363102,0.03757164914854513
8585,Account/Access,High,0.7593937597396074,40.0,Small,0,4.605495377510336,30.375750389584297,0.14678518665928728
8586,Software,Medium,1.772420477216416,60.0,Medium,0,5.0,48.20805797864124,0.10160937467132415
8587,Unknown,Low,1.3905884008002003,60.0,Medium,0,4.938659867379295,153.28416133266035,0.032010154669932615
8588,Software,Low,0.5679197923229266,90.0,Enterprise,0,4.094783643195838,51.11278130906339,0.07857541931817175
8589,Software,Medium,1.772420477216416,90.0,Enterprise,0,4.132857263971243,223.31256435277768,0.018424546462192257
8590,Network,Medium,1.772420477216416,40.0,Small,0,4.490744021435182,187.13066031711068,0.023870346353250662
8591,Unknown,Low,1.671672987556975,40.0,Small,0,4.713728586752661,66.86691950227899,0.06945546698335664
8592,Hardware,Low,1.0582018498934145,40.0,Small,0,4.879290492530063,42.328073995736574,0.11261267909139416
8593,Account/Access,Critical,2.948822603948733,60.0,Medium,0,4.526745487208597,176.929356236924,0.025441251421046866
8594,Software,Low,0.932136935985886,40.0,Small,0,5.0,37.28547743943544,0.130597822840517
8595,Unknown,Low,3.13414440885456,40.0,Small,1,4.284131911060252,275.3657763541824,0.015501673063779909
8596,Account/Access,Low,1.8973315253294112,40.0,Small,0,4.18685748584651,75.89326101317644,0.0544502526057394
8597,Network,Medium,1.1399183347944664,40.0,Small,1,4.490744021435182,195.59673339177863,0.022842414235266117
8598,Network,Low,1.3905884008002003,90.0,Enterprise,1,4.483083985433509,235.15367578974053,0.01898375695589436
8599,Unknown,Medium,2.9269051104631973,40.0,Small,0,4.341488986383244,117.0762044185279,0.03676853442031883
8600,Software,Medium,1.4043018180591276,60.0,Medium,1,5.0,234.25810908354765,0.021253252521146213
8601,Network,Medium,1.2870794671130523,40.0,Small,0,4.419036283497066,51.483178684522095,0.08419909758248488
8602,Hardware,Medium,5.36244489328189,90.0,Enterprise,0,3.3935661506933945,482.6200403953701,0.007017008947600846
8603,Software,Medium,1.341503674601255,40.0,Small,1,4.4700789712229385,203.6601469840502,0.021841472495235263
8604,Other,Medium,1.6338991924812651,90.0,Enterprise,1,4.598394388726474,297.0509273233139,0.015428217016544683
8605,Network,Low,1.4968638557530591,90.0,Enterprise,0,4.64055115865263,134.7177470177753,0.03419266279188119
8606,Software,Medium,3.2888404562588,40.0,Small,1,4.490744021435182,281.553618250352,0.0158934224563928
8607,Unknown,Medium,2.9721073356304983,40.0,Small,0,4.681106378410346,118.88429342521994,0.03904686964961156
8608,Account/Access,Medium,1.1657073124901582,40.0,Small,0,5.0,46.62829249960633,0.1049796189951871
8609,Unknown,Medium,1.772420477216416,40.0,Small,0,5.0,10.0,0.45454545454545453
8610,Hardware,High,0.6374828480673335,60.0,Medium,1,4.873576421681862,188.24897088404,0.02575219510529379
8611,Unknown,High,1.467994848749064,60.0,Medium,1,4.024570928257881,238.07969092494383,0.01683359599758453
8612,Account/Access,Low,1.4383453653703702,40.0,Small,1,4.890530889115646,207.5338146148148,0.023451980189155425
8613,Network,Medium,0.527464408170521,90.0,Enterprise,0,4.490744021435182,47.471796735346885,0.09264653517909345
8614,Hardware,Low,0.5666725709622603,60.0,Medium,0,4.595229658525522,34.000354257735616,0.13129094707691152
8615,Unknown,Medium,0.693840460760484,90.0,Enterprise,0,4.490744021435182,62.44564146844356,0.07078096962214145
8616,Network,Low,1.4659925298261975,40.0,Small,0,4.193733404765426,58.6397011930479,0.0703178138198701
8617,Network,Medium,1.772420477216416,40.0,Small,0,4.490744021435182,120.22488597879098,0.037044737020588865
8618,Network,Medium,0.9881708435599034,90.0,Enterprise,1,4.756742459647716,238.93537592039127,0.019825098493295827
8619,Hardware,Low,2.293421317484687,60.0,Medium,0,4.997153236100985,137.60527904908122,0.036053123447999796
8620,Unknown,Medium,1.772420477216416,60.0,Medium,0,4.052228680680082,221.11753992629485,0.018243623092641537
8621,Other,Medium,2.240168448351105,40.0,Small,0,4.694558327768329,89.60673793404419,0.05181246378371619
8622,Network,Low,1.3905884008002003,60.0,Medium,0,3.5028604883378507,240.7191467051732,0.014491448178949259
8623,Unknown,Low,5.25856169645892,60.0,Medium,0,3.423827335607513,315.5137017875352,0.010817311592740497
8624,Unknown,Medium,3.7730855881299328,60.0,Medium,0,3.795430962302492,226.385135287796,0.01669164062768969
8625,Unknown,Medium,3.769988027799467,90.0,Enterprise,0,3.4884364472479104,339.298922501952,0.010251094601182289
8626,Hardware,Medium,1.553739496376841,90.0,Enterprise,0,4.490744021435182,139.83655467391569,0.031886210450353426
8627,Software,Low,1.9824384870945195,40.0,Small,0,4.478267845209103,79.29753948378078,0.05577092242177189
8628,Other,Low,1.3905884008002003,40.0,Small,0,5.0,27.764771236820323,0.17382373594543848
8629,Software,Medium,0.25,40.0,Small,1,5.0,160.0,0.031055900621118012
8630,Unknown,Low,0.2568625708375915,40.0,Small,0,4.8982260599907645,10.27450283350366,0.4344516234840125
8631,Network,Medium,1.772420477216416,90.0,Enterprise,0,4.722470943074555,206.3312655745456,0.022777418205536387
8632,Network,Critical,3.475780003595937,40.0,Small,0,3.641321838438365,163.3479914016399,0.022156168793931674
8633,Hardware,Low,1.9281598188657665,40.0,Small,0,4.490744021435182,77.12639275463064,0.05748049875461593
8634,Network,Medium,0.6167201440423494,40.0,Small,1,4.8308398508276005,174.668805761694,0.02749970223729388
8635,Hardware,Medium,0.4359956259675764,90.0,Enterprise,0,4.482590415777527,39.239606337081874,0.11139747188944789
8636,Software,Medium,1.772420477216416,90.0,Enterprise,1,4.490744021435182,184.00944970542463,0.024273052152662608
8637,Software,Medium,1.772420477216416,60.0,Medium,0,4.057015565264655,119.30923546342636,0.033721563848670415
8638,Software,Medium,1.772420477216416,40.0,Small,1,4.867493657413218,184.32755189319784,0.026264274295374597
8639,Network,Critical,8.798035839948188,40.0,Small,0,3.0833949221668715,351.9214335979275,0.00873677433170491
8640,Unknown,Low,1.353643556086065,60.0,Medium,0,3.985575441816192,81.21861336516388,0.048475342488625395
8641,Software,Medium,4.374183974971681,60.0,Medium,0,4.675814888587645,262.4510384983008,0.01774832589478596
8642,Other,High,1.1091785540037091,40.0,Small,0,5.0,44.367142160148376,0.11021192347425675
8643,Hardware,Critical,8.524101684182662,40.0,Small,0,3.345779845669998,340.9640673673065,0.009784009973411235
8644,Software,Medium,4.26116009598938,40.0,Small,0,3.764236506890094,170.44640383957525,0.021955762399148024
8645,Software,Medium,4.393104910149237,40.0,Small,0,4.562344041866271,175.72419640596948,0.025816182133801806
8646,Unknown,Medium,1.772420477216416,40.0,Small,0,4.6428803826209055,15.91184507047462,0.274534231083197
8647,Network,High,0.3162387235082871,60.0,Medium,0,4.490744021435182,18.974323410497227,0.2248258391107823
8648,Software,Medium,3.684051502580637,60.0,Medium,0,4.25050872887275,221.04309015483824,0.019142720117562427
8649,Software,Medium,2.474708230572076,90.0,Enterprise,0,4.847199455324545,222.7237407514868,0.021666003970087524
8650,Network,Medium,1.147374989167391,90.0,Enterprise,0,4.3067541165044165,103.2637490250652,0.041306342393932764
8651,Software,Medium,1.772420477216416,40.0,Small,0,5.0,63.60990509847886,0.07738751500066383
8652,Other,Low,1.4258525682464198,40.0,Small,0,4.591591098301611,57.03410272985679,0.07911884361639963
8653,Other,Medium,2.6724345861775958,40.0,Small,0,4.045738138336253,106.8973834471038,0.03749616542202487
8654,Unknown,Medium,2.373578945220987,90.0,Enterprise,1,4.26955628898546,363.6221050698888,0.011709537709369252
8655,Software,High,1.5838592386016117,40.0,Small,1,4.13931097118142,213.35436954406447,0.019310597586537692
8656,Software,High,2.245776658952844,40.0,Small,0,4.966358014851613,89.83106635811374,0.05467686568019664
8657,Hardware,Medium,1.772420477216416,40.0,Small,0,4.490744021435182,74.13015601142463,0.059772856331514856
8658,Software,Medium,2.826822019434733,40.0,Small,0,4.490744021435182,113.07288077738932,0.03936732368667684
8659,Network,Medium,1.7501312342651054,40.0,Small,1,4.693348454873468,220.00524937060425,0.021236366413194017
8660,Unknown,Medium,1.772420477216416,40.0,Small,0,4.604840176543712,46.922471730108654,0.09608937123438462
8661,Software,Low,1.3905884008002003,40.0,Small,0,4.490744021435182,108.07548640893876,0.04117097405918297
8662,Unknown,High,0.5547591880542355,60.0,Medium,0,5.0,33.28555128325413,0.14583402666306602
8663,Other,High,2.2510310263453466,60.0,Medium,0,4.633837620908726,135.0618615807208,0.03405684419626752
8664,Other,Medium,3.136196102908611,60.0,Medium,0,4.490744021435182,188.17176617451665,0.023738976022945914
8665,Unknown,Medium,1.4872332775288024,60.0,Medium,0,4.771335324271824,89.23399665172815,0.05287735777334034
8666,Network,Medium,0.9265340957451704,40.0,Small,1,4.978801399066734,187.0613638298068,0.026474344850399404
8667,Software,Medium,1.772420477216416,90.0,Enterprise,0,4.882547463438458,74.10218192608788,0.06501205874742277
8668,Unknown,High,0.8906336907724097,40.0,Small,1,4.844693282317995,185.6253476308964,0.02595946019026164
8669,Network,High,0.6394432452802457,40.0,Small,1,4.490744021435182,175.57772981120982,0.0254321087162946
8670,Account/Access,Medium,0.25,90.0,Enterprise,1,4.851406334410637,172.5,0.02796199616375007
8671,Hardware,Medium,3.775056164980744,60.0,Medium,1,3.90371222797705,376.5033698988447,0.010340867232584133
8672,Software,Medium,5.287472767199645,40.0,Small,0,4.486475984267409,211.4989106879858,0.021112936389847875
8673,Other,Medium,2.627175512576864,60.0,Medium,0,4.6282268706922505,157.63053075461184,0.029176141873040382
8674,Hardware,Medium,1.772420477216416,40.0,Small,1,4.250092901180308,237.5317710284665,0.01781772248977726
8675,Hardware,Low,2.2202101521356523,60.0,Medium,0,4.940638343140728,133.21260912813915,0.03681202813383701
8676,Account/Access,Medium,2.254799262686006,60.0,Medium,0,4.329922274702206,135.28795576116036,0.031770395634154465
8677,Unknown,Medium,2.0807180952235065,90.0,Enterprise,0,4.490744021435182,187.2646285701156,0.023853360323406098
8678,Network,High,2.41951066224391,40.0,Small,1,3.997405543201632,296.05913215635115,0.013456598739060738
8679,Account/Access,Low,1.4672865060803089,90.0,Enterprise,1,4.582640995412222,282.0557855472278,0.016189886338315487
8680,Network,Medium,2.681643289886836,40.0,Small,0,3.8639387960611695,107.26573159547344,0.035689398105196196
8681,Hardware,Medium,2.650266057450468,60.0,Medium,0,3.947490730488616,159.0159634470281,0.024669355765841443
8682,Network,High,3.4061847207461566,40.0,Small,1,3.797666614037397,286.2473888298463,0.013220891683325207
8683,Account/Access,Medium,1.7102848724842037,40.0,Small,0,4.967097338745424,68.41139489936813,0.07156025816721687
8684,Unknown,Medium,3.0138162042899683,40.0,Small,0,4.490744021435182,120.55264817159872,0.036944847265651455
8685,Software,Medium,4.249956783317464,90.0,Enterprise,1,3.9233478534697537,532.4961104985719,0.007354032721631728
8686,Hardware,Critical,5.219818142209294,40.0,Small,1,3.763237951809714,358.7927256883718,0.010459460914919045
8687,Account/Access,High,0.760973707293306,60.0,Medium,0,4.67442975667392,45.65842243759836,0.10018405064863839
8688,Software,Low,0.3207436719577921,60.0,Medium,0,4.916321963698653,19.244620317467525,0.24284584677820495
8689,Hardware,Medium,2.2168073464103992,40.0,Small,0,4.515149961432319,88.67229385641596,0.05035167237566171
8690,Account/Access,Medium,1.073522441623364,60.0,Medium,0,4.92809831403425,64.41134649740184,0.07534011418385946
8691,Network,Medium,0.9045980915365702,40.0,Small,0,4.933775268495551,36.183923661462806,0.13268570884058925
8692,Software,Medium,0.5273713141571992,90.0,Enterprise,0,4.153359425715134,47.46341827414793,0.08570091779784095
8693,Hardware,Medium,2.7433392914943826,40.0,Small,0,4.255232018060324,109.73357165977532,0.03842765978085094
8694,Hardware,Critical,5.743452388918293,60.0,Medium,1,3.0472002076477835,494.6071433350976,0.006148418659065741
8695,Account/Access,Medium,1.2799727933129827,90.0,Enterprise,0,5.0,115.19755139816844,0.04303016664152195
8696,Software,Low,1.421412385124354,40.0,Small,0,4.790433339406001,56.85649540497416,0.08279853983333646
8697,Hardware,Medium,1.2306741514994854,60.0,Medium,0,4.403185954963213,73.84044908996913,0.058834306962401335
8698,Software,High,2.4378042615340463,40.0,Small,0,4.490744021435182,97.51217046136183,0.04558567738791756
8699,Hardware,High,1.9545015401680104,40.0,Small,0,4.018009489975986,78.18006160672041,0.05074521803144136
8700,Hardware,Medium,1.2919450153818444,90.0,Enterprise,1,4.283191356235713,266.275051384366,0.01602540653925866
8701,Unknown,Low,1.3905884008002003,60.0,Medium,0,4.20372099084267,15.0,0.26273256192766686
8702,Network,Medium,0.9955738020618472,60.0,Medium,0,4.88264353499204,59.73442812371083,0.08039334008458124
8703,Software,High,2.6276973309096454,40.0,Small,0,4.627050393792027,105.10789323638582,0.04360703292340319
8704,Software,Medium,1.2788389314526634,40.0,Small,0,5.0,51.15355725810653,0.09587073754634103
8705,Software,Medium,0.8989899344160087,40.0,Small,0,5.0,35.959597376640346,0.13528285898374426
8706,Software,Medium,1.772420477216416,60.0,Medium,0,5.0,91.4639697183938,0.05407511720757705
8707,Hardware,Medium,3.9731654392555353,40.0,Small,1,4.490744021435182,308.9266175702214,0.014489701002908195
8708,Hardware,Low,1.3905884008002003,90.0,Enterprise,0,4.490744021435182,208.657660754897,0.021419412986225884
8709,Hardware,Low,4.539169936801668,60.0,Medium,1,4.1359852745347965,422.3501962081,0.009769654795439687
8710,Unknown,Medium,0.7400188450102356,60.0,Medium,1,4.903877694902438,194.40113070061412,0.025096465293314836
8711,Account/Access,Medium,1.683141974613552,40.0,Small,0,4.490744021435182,67.32567898454208,0.06572556743199233
8712,Hardware,High,3.2069994184491994,40.0,Small,0,4.000123050069288,128.27997673796798,0.03094155143744313
8713,Account/Access,Medium,1.772420477216416,90.0,Enterprise,0,5.0,61.907236786030175,0.07948211136672198
8714,Account/Access,Medium,1.1493568268349823,60.0,Medium,0,4.490744021435182,68.96140961009895,0.06418887278661894
8715,Hardware,Critical,3.475780003595937,40.0,Small,0,4.312511366482844,168.2670876237172,0.02547755400665727
8716,Hardware,Low,0.3999883243704977,40.0,Small,0,4.915832187795727,15.999532974819909,0.28917454350523447
8717,Hardware,Medium,4.614194794164713,40.0,Small,1,3.8588067514775712,334.5677917665885,0.011499335890262223
8718,Hardware,Low,4.857633157127789,40.0,Small,2,4.02045632724311,494.3053262851116,0.008117127181727142
8719,Network,Medium,3.9372214416456326,40.0,Small,2,4.490744021435182,457.4888576658253,0.009794663373713458
8720,Hardware,High,7.1954159939896885,90.0,Enterprise,2,2.691775004929604,947.587439459072,0.0028376667168021723
8721,Account/Access,Low,1.3905884008002003,40.0,Small,0,4.490744021435182,88.72231280601994,0.05005158562000281
8722,Software,Low,1.1891925462602682,40.0,Small,1,4.581654349312579,197.56770185041077,0.023073512492802723
8723,Unknown,Medium,1.1827956565830584,40.0,Small,0,5.0,47.31182626332234,0.10349432813298408
8724,Unknown,Medium,1.350543537814528,90.0,Enterprise,1,4.254771265584189,271.54891840330754,0.015611037058999222
8725,Network,Critical,8.617658136509439,40.0,Small,1,4.490744021435182,494.7063254603776,0.009059283270723832
8726,Other,High,4.782669796860497,60.0,Medium,0,3.532914173106102,286.9601878116298,0.012268759094632799
8727,Other,High,5.755416569180553,40.0,Small,1,4.490744021435182,380.21666276722215,0.011780030780494274
8728,Software,Low,1.3905884008002003,40.0,Small,0,4.02535382946788,102.4037332851514,0.03892851545666499
8729,Hardware,High,4.920394637937605,40.0,Small,1,3.876532468794359,346.8157855175042,0.01114536093589481
8730,Unknown,Low,0.7161415790651848,40.0,Small,0,4.769582330852818,28.64566316260739,0.16088634295989634
8731,Software,Medium,2.5237031460315964,90.0,Enterprise,0,4.490744021435182,227.13328314284368,0.0196847384983424
8732,Network,Medium,2.6241077236689865,40.0,Small,0,4.472537585072482,104.96430894675946,0.042207962563316076
8733,Software,High,1.955380936474981,40.0,Small,0,4.490744021435182,78.21523745899924,0.05669040661223204
8734,Software,Critical,6.336825870304726,60.0,Medium,1,4.0075552704050335,530.2095522182835,0.007544207843533388
8735,Account/Access,Medium,3.242094993850712,60.0,Medium,0,4.815066010808042,194.52569963104276,0.024626256394397656
8736,Unknown,Low,2.243029868262002,60.0,Medium,0,4.204794676645961,134.58179209572012,0.03101297461592332
8737,Network,Medium,1.4555863235642434,40.0,Small,1,4.186672910679075,208.2234529425697,0.020010533483683045
8738,Software,Medium,1.787461607136163,40.0,Small,0,4.490744021435182,71.49846428544652,0.061942608932430344
8739,Account/Access,High,2.2426743889381835,40.0,Small,1,4.493606026729887,239.70697555752736,0.01866836644979549
8740,Unknown,Low,1.0595391513524388,40.0,Small,0,4.490744021435182,42.381566054097554,0.1035173330495987
8741,Hardware,Medium,1.0930983354058792,40.0,Small,0,4.409814663736082,43.72393341623517,0.09860077875295471
8742,Network,Medium,2.165203936727081,40.0,Small,1,4.490744021435182,236.60815746908327,0.018899788918313974
8743,Hardware,Low,1.9884062223399832,90.0,Enterprise,0,4.490744021435182,178.95656001059848,0.02495460027225849
8744,Account/Access,Medium,0.6407926282592995,40.0,Small,0,4.971454710159103,25.63170513037198,0.1866742923827823
8745,Network,High,3.50110093585008,40.0,Small,1,4.452956072175655,290.0440374340032,0.01529993918252114
8746,Software,Medium,1.772420477216416,60.0,Medium,1,4.48574212171116,165.0,0.02702254290187446
8747,Network,High,4.064068161578134,90.0,Enterprise,0,4.531910115872144,365.766134542032,0.012356402865632568
8748,Account/Access,Medium,1.772420477216416,60.0,Medium,0,3.860030076255255,152.80779753882882,0.025096452442736457
8749,Unknown,High,2.41951066224391,40.0,Small,0,4.764833821141634,71.67444712926539,0.06556408764509027
8750,Network,Medium,1.1859352707885902,40.0,Small,0,4.403902375015186,47.43741083154361,0.09091944221236654
8751,Account/Access,Medium,1.603808200795596,60.0,Medium,0,5.0,96.22849204773576,0.051425255032703544
8752,Software,Medium,5.703646956993098,90.0,Enterprise,1,3.271676852632209,663.3282261293788,0.004924789771005524
8753,Unknown,Low,1.2856472483779158,40.0,Small,1,4.629183345230686,201.42588993511663,0.022868533993919818
8754,Account/Access,High,1.3774131629262327,90.0,Enterprise,1,4.8538800722888,273.96718466336097,0.017652579445912236
8755,Hardware,Medium,1.772420477216416,40.0,Small,0,4.449101024453689,87.40442898565703,0.0503266756598306
8756,Software,Medium,3.1925769037935923,90.0,Enterprise,1,4.490744021435182,437.3319213414233,0.010245076397110659
8757,Software,Medium,2.014050847941172,60.0,Medium,0,4.490744021435182,120.8430508764703,0.03685679231709398
8758,Hardware,Medium,4.832260480299143,40.0,Small,0,3.69442882234194,193.29041921196568,0.01901498199101324
8759,Software,High,2.41951066224391,40.0,Small,0,5.0,58.66823133233737,0.0837966852436304
8760,Hardware,Low,1.6557630191013857,90.0,Enterprise,0,4.916549423167946,149.0186717191247,0.03277291664315658
8761,Network,Low,1.7963387689157515,40.0,Small,1,4.4826279162646605,221.85355075663009,0.020114680250977776
8762,Hardware,Medium,2.5135661488964907,90.0,Enterprise,2,4.490744021435182,526.2209534006842,0.008517764691385944
8763,Software,Critical,2.32286688647754,60.0,Medium,0,4.161303809513025,139.3720131886524,0.02964482531087203
8764,Network,Medium,2.8040043155875334,40.0,Small,0,4.804019111626401,112.16017262350134,0.04245326779069169
8765,Unknown,Medium,3.339586604929977,90.0,Enterprise,2,3.493653860822774,600.562794443698,0.005807629549386561
8766,Software,High,0.9683729485282776,40.0,Small,0,4.904986591377935,38.73491794113111,0.12344272608401688
8767,Account/Access,Medium,0.8019201434566482,40.0,Small,0,4.758158410974704,32.076805738265925,0.1438518111036968
8768,Other,Low,1.4033050388776496,60.0,Medium,0,5.0,84.19830233265897,0.05868661537969819
8769,Network,Medium,1.527712720187591,40.0,Small,0,4.527238207596238,61.10850880750364,0.07289239903710712
8770,Hardware,Medium,3.054299121049726,60.0,Medium,0,4.490744021435182,183.2579472629836,0.024372050639562007
8771,Hardware,Medium,1.772420477216416,40.0,Small,0,4.60114175058807,127.5670225368772,0.035787884480783655
8772,Other,Medium,0.7574665073111763,90.0,Enterprise,0,4.490744021435182,68.17198565800587,0.06492142705918447
8773,Network,Low,0.4390739413479868,60.0,Medium,0,4.893879854327883,26.344436480879207,0.178971684340614
8774,Account/Access,Low,1.3905884008002003,60.0,Medium,1,4.490744021435182,248.71264681407183,0.017983646718457348
8775,Network,High,1.3106495855114648,40.0,Small,1,4.490744021435182,202.42598342045855,0.022075567466488883
8776,Hardware,High,3.0530093655574646,60.0,Medium,1,4.033936488167637,333.18056193344785,0.012071128448730649
8777,Software,High,4.295558936722028,90.0,Enterprise,0,4.245918755671227,386.6003043049825,0.010954374154284291
8778,Account/Access,Medium,0.3479995114324896,40.0,Small,0,5.0,13.919980457299586,0.33512108238410965
8779,Account/Access,Medium,0.9628664476403784,40.0,Small,0,4.831077736632166,38.51465790561514,0.12226039633625824
8780,Software,Medium,1.772420477216416,90.0,Enterprise,1,4.934340560336897,380.0156519557647,0.01295049307032081
